Carnet,Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,AvanceCarrera_FinAnio1,PAES_Score,CantInsolvencias_Recurrentes,CantRetirosParciales,CantRetirosTotales,CantCambiosCarrera,Ind_PAES,Ind_CUM,Ind_Avance,Ind_Solvencia,Ind_RetiroParcial,Ind_RetiroTotal,Ind_CambioCarrera,Ind_Reprobacion,Ind_BrechaDesercion,IRE_Total,Deserto
AA241243,409,2024,1,102302,2024,1,161,0,NULL,5,5,0,1,7.42,5,5,0,1,9.23,10,10,0,1,8.33,10.6,1.5,10,0,0,1,1,0,0,1,0,0,1,0,0,3,0
AA241361,305,2024,2,102301,2024,1,337,0,NULL,4,4,0,1,8.53,4,3,1,0.75,7.12,8,7,1,0.875,7.82,37.6,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241390,701,2024,1,102301,2024,1,626,0,NULL,6,6,0,1,7.76,5,4,0,0.8,6.67,11,10,0,0.9091,7.21,92,1,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241393,219,2024,1,102302,2024,1,336,0,NULL,3,3,0,1,7.53,4,3,1,0.75,7.08,7,6,1,0.8571,7.3,15.5,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241479,416,2024,1,102301,2024,1,336,0,NULL,4,4,0,1,8.79,3,3,0,1,8,7,7,0,1,8.39,100,5.06,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241587,409,2024,1,102301,2024,1,309,0,NULL,5,3,2,0.6,6.46,5,5,0,1,8.39,10,8,2,0.8,7.43,64.9,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241654,219,2024,1,102302,2024,1,266,0,NULL,3,2,0,0.6667,5.44,NULL,NULL,NULL,NULL,NULL,3,2,0,0.6667,5.44,6.5,0.5,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
AA241673,701,2024,1,102301,2024,1,248,1,50,5,5,0,1,8.16,6,5,1,0.8333,7.79,11,10,1,0.9091,7.97,79.6,1.5,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
AA241739,403,2024,1,102302,2024,1,306,0,NULL,5,0,5,0,0.72,2,1,1,0.5,4.77,7,1,6,0.1429,2.74,9.1,1,10,0,0,0,1,1,1,1,0,0,0,0,0,4,0
AA241870,209,2024,1,102301,2024,1,335,0,NULL,5,1,4,0.2,4.58,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,4.58,2.5,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AA241884  ,904,2024,9,102301,2024,1,727,0,NULL,4,0,4,0,0.4,3,0,3,0,0,7,0,7,0,0.2,0,1,10,0,0,0,1,1,1,1,0,0,0,0,0,4,0
AA241989,402,2024,1,102301,2024,1,472,0,NULL,5,2,3,0.4,3.64,NULL,NULL,NULL,NULL,NULL,5,2,3,0.4,3.64,8.9,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AA242009,209,2024,1,102302,2024,1,142,1,25,5,5,0,1,7.7,5,5,0,1,9.04,10,10,0,1,8.37,50.3,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA242041,702,2024,1,102301,2024,1,227,0,NULL,4,1,3,0.25,1.89,NULL,NULL,NULL,NULL,NULL,4,1,3,0.25,1.89,1.9,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AA242085  ,409,2024,2,102302,2024,1,153,0,NULL,5,5,0,1,6.87,5,5,0,1,8.76,10,10,0,1,7.82,47.8,7.75,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AA242108,901,2024,9,102301,2024,1,166,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,5,0,5,0,1,1,1,1,0,1,0,0,0,5,1
AA242160  ,206,2024,1,102302,2024,1,909,0,NULL,3,2,0,0.6667,5.05,4,2,2,0.5,6.53,7,4,2,0.5714,5.79,20.2,1,10,1,0,0,1,1,0,1,0,0,0,0,0,3,0
AA242259,914,2024,9,102302,2024,1,1025,0,NULL,5,4,1,0.8,6.19,NULL,NULL,NULL,NULL,NULL,5,4,1,0.8,6.19,20,1,5,0,0,0,1,1,0,1,0,0,0,0,0,3,1
AA242407,416,2024,1,102302,2024,1,22,0,NULL,4,4,0,1,7.69,NULL,NULL,NULL,NULL,NULL,4,4,0,1,7.69,25,1,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1
AA242621,206,2024,2,102302,2024,1,1156,0,NULL,3,3,0,1,9.34,3,3,0,1,8.24,6,6,0,1,8.79,33.3,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AA242704,618,2020,2,102302,2024,1,18,0,NULL,3,0,0,0,1.23,NULL,NULL,NULL,NULL,NULL,3,0,0,0,1.23,0,0,5,0,3,0,1,1,1,1,0,1,0,0,0,5,1
AA242740  ,904,2024,9,102301,2024,1,82,0,NULL,5,3,1,0.6,4.84,5,0,0,0,0,10,3,1,0.3,2.42,22.7,8.6,10,1,5,0,0,1,0,1,0,1,0,0,0,3,0
AB200057  ,106,2017,1,102302,2020,1,161,0,NULL,4,4,0,1,9.64,4,4,0,1,8.79,8,8,0,1,9.22,100,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB200132  ,206,2018,1,102302,2020,1,300,0,NULL,3,3,0,1,7.88,3,3,0,1,7.99,6,6,0,1,7.94,100,7.75,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB200282  ,103,2017,1,102301,2020,1,152,0,NULL,5,2,3,0.4,6.01,2,0,0,0,0,7,2,3,0.2857,3.01,3.6,7.8,2,0,2,0,0,1,1,1,0,1,0,0,0,4,1
AB200337  ,206,2018,1,102302,2020,1,229,0,NULL,3,0,3,0,0.1,NULL,NULL,NULL,NULL,NULL,3,0,3,0,0.1,0,3.11,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AB200390  ,202,2016,1,102302,2020,1,646,0,NULL,5,5,0,1,7.87,5,5,0,1,8.2,10,10,0,1,8.04,100,3.6,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB200860  ,104,2017,1,102301,2020,1,233,0,NULL,4,2,2,0.5,6.52,3,3,0,1,8.24,7,5,2,0.7143,7.38,28.6,8.15,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB201096  ,302,2016,1,102302,2020,1,250,1,50,4,4,0,1,8.53,4,4,0,1,7.86,8,8,0,1,8.19,100,8.11,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB201160  ,413,2016,2,102301,2020,1,153,0,NULL,6,6,0,1,8.44,4,4,0,1,7.69,10,10,0,1,8.07,58.2,7.78,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB201560  ,109,2017,1,102301,2020,1,285,0,NULL,5,4,0,0.8,6.08,5,3,2,0.6,7.32,10,7,2,0.7,6.7,17.8,8.32,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1
AB201876  ,702,2014,1,102301,2020,1,220,0,NULL,5,0,0,0,0.1,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0.1,0,7.74,5,0,5,0,0,1,1,1,0,1,0,0,0,4,1
AB201918  ,701,2019,1,102301,2020,1,465,0,NULL,5,4,0,0.8,6.85,NULL,NULL,NULL,NULL,NULL,5,4,0,0.8,6.85,100,8.36,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
AB202239  ,701,2019,1,102301,2020,1,580,0,NULL,5,4,1,0.8,7.8,4,3,1,0.75,7.87,9,7,2,0.7778,7.83,100,8.28,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AB202499  ,409,2019,1,102301,2020,1,489,0,NULL,5,3,2,0.6,5.91,NULL,NULL,NULL,NULL,NULL,5,3,2,0.6,5.91,16.1,8.07,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1
AB202572  ,618,2020,2,102302,2020,1,18,1,66.67,3,3,0,1,10,4,4,0,1,9.89,7,7,0,1,9.94,100,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB202661  ,904,2019,9,102301,2020,1,283,0,NULL,6,0,6,0,0.27,NULL,NULL,NULL,NULL,NULL,6,0,6,0,0.27,0,1,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AB202770  ,441,2009,1,102301,2020,1,152,0,NULL,6,6,0,1,7.85,5,5,0,1,8.48,11,11,0,1,8.17,79.2,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB210992  ,206,2018,1,102301,2021,1,152,0,NULL,4,4,0,1,8.98,1,1,0,1,9.21,5,5,0,1,9.09,38.1,5.06,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB211012  ,413,2021,2,102301,2021,1,633,0,NULL,5,0,3,0,2.19,4,0,4,0,0.27,9,0,7,0,1.23,0,7.76,4,3,0,0,0,1,1,1,1,0,0,0,0,4,0
AB211048  ,206,2018,1,102302,2021,1,578,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,1,0,0,0,4,1
AB211143  ,209,2019,2,102302,2021,1,285,0,NULL,5,5,0,1,7.64,5,4,1,0.8,6.94,10,9,1,0.9,7.29,52.2,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB211148  ,302,2016,1,102301,2021,1,615,0,NULL,4,4,0,1,8.32,5,4,0,0.8,6.52,9,8,0,0.8889,7.42,60,8.08,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
AB211377  ,219,2018,2,102301,2021,1,196,0,NULL,3,3,0,1,8.22,2,0,0,0,0,5,3,0,0.6,4.11,12.4,1,4,0,2,0,1,1,0,1,0,1,0,0,0,4,1
AB211886  ,901,2019,9,102301,2021,1,92,0,NULL,5,5,0,1,7.19,4,0,4,0,3.04,9,5,4,0.5556,5.11,25,7.79,5,0,0,0,0,1,0,1,0,0,0,0,0,2,1
AB212030  ,301,2016,1,102302,2021,1,121,0,NULL,4,4,0,1,8.19,5,4,0,0.8,6.08,9,8,0,0.8889,7.14,37.9,5.06,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
AB212195  ,106,2017,2,102301,2021,1,1156,0,NULL,4,2,2,0.5,6.2,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,6.2,5.4,8.32,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
AB220029  ,106,2017,1,102301,2022,1,767,0,NULL,4,2,2,0.5,6.18,4,1,2,0.25,4.02,8,3,4,0.375,5.1,5.4,1,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
AB220524  ,702,2022,1,102301,2022,1,296,0,NULL,4,4,0,1,7.33,4,4,0,1,7.81,8,8,0,1,7.57,21.6,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB220803  ,404,2019,1,102302,2022,1,1148,0,NULL,5,5,0,1,8.25,5,5,0,1,8.32,10,10,0,1,8.29,100,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB220901  ,219,2018,1,102301,2022,1,161,0,NULL,2,2,0,1,7.99,3,0,0,0,0,5,2,0,0.4,4,13,0,8,0,3,0,1,1,0,1,0,1,0,0,0,4,1
AB221342  ,209,2019,1,102301,2022,1,176,0,NULL,5,5,0,1,8.67,5,4,0,0.8,7.03,10,9,0,0.9,7.85,32.9,7.75,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0
AB221475  ,902,2019,9,102302,2022,1,578,0,NULL,5,5,0,1,8.2,5,5,0,1,7.74,10,10,0,1,7.97,100,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB221492  ,620,2017,2,102302,2022,1,18,0,NULL,3,3,0,1,8.67,NULL,NULL,NULL,NULL,NULL,3,3,0,1,8.67,12.5,0,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1
AB221627  ,206,2018,1,102301,2022,1,384,0,NULL,3,3,0,1,7.82,2,2,0,1,7.73,5,5,0,1,7.78,85.7,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB222470  ,211,2019,1,102301,2022,1,397,1,100,6,5,1,0.8333,7.84,5,5,0,1,8.15,11,10,1,0.9091,8,88.8,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
ab222509  ,105,2017,1,102301,2022,1,153,0,NULL,4,4,0,1,7.72,NULL,NULL,NULL,NULL,NULL,4,4,0,1,7.72,8.4,8.26,4,0,0,0,0,0,1,1,0,0,0,0,0,2,1
AB230115,902,2023,9,102302,2023,1,463,0,NULL,6,1,5,0.1667,3.73,4,2,2,0.5,6.81,10,3,7,0.3,5.27,18.8,7.59,10,0,0,1,0,1,0,1,0,0,1,0,0,3,1
AB230826,209,2019,1,102301,2023,1,614,0,NULL,5,5,0,1,8.57,5,5,0,1,8.91,10,10,0,1,8.74,71.4,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB231052,305,2023,1,102302,2023,1,786,0,NULL,5,5,0,1,8.58,4,4,0,1,8.32,9,9,0,1,8.45,69.7,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AB231154,303,2023,1,102302,2023,1,57,0,NULL,4,3,0,0.75,5.97,5,4,0,0.8,5.9,9,7,0,0.7778,5.93,46.7,1,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
AB231851,802,2022,1,102302,2023,1,450,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,4,0,5,0,1,1,1,1,0,1,0,0,0,5,1
AB232396,901,2023,9,102301,2023,1,445,0,NULL,6,0,5,0,0.6,NULL,NULL,NULL,NULL,NULL,6,0,5,0,0.6,0,0,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
AB232511,219,2018,2,102301,2023,1,161,0,NULL,3,3,0,1,8.2,NULL,NULL,NULL,NULL,NULL,3,3,0,1,8.2,8.5,7.8,4,0,0,0,0,0,1,1,0,0,0,0,0,2,1
ab240409  ,702,2024,1,102301,2024,1,153,0,NULL,5,4,0,0.8,6.65,4,4,0,1,8.09,9,8,0,0.8889,7.37,8,1.5,10,1,0,0,1,0,1,1,0,0,0,0,0,3,0
AB240582,409,2024,1,102302,2024,1,369,0,NULL,3,2,0,0.6667,5.73,NULL,NULL,NULL,NULL,NULL,3,2,0,0.6667,5.73,9.1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
AB242391,206,2024,1,102301,2024,1,26,0,NULL,2,2,0,1,7.76,NULL,NULL,NULL,NULL,NULL,2,2,0,1,7.76,18.5,0,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1
AB242411,305,2024,1,102301,2024,1,335,0,NULL,4,3,1,0.75,6.11,NULL,NULL,NULL,NULL,NULL,4,3,1,0.75,6.11,7.9,1.5,5,0,0,0,1,1,1,1,0,0,0,0,0,4,0
ac141539  ,627,2023,9,102302,2023,1,264,1,10,3,0,3,0,1.4,NULL,NULL,NULL,NULL,NULL,3,0,3,0,1.4,0,6.93,5,0,0,0,0,1,1,1,0,0,0,0,0,3,1
AC200129  ,209,2019,1,102301,2020,1,241,0,NULL,5,5,0,1,7.94,4,4,0,1,6.93,9,9,0,1,7.44,26.7,4.71,4,0,0,0,1,0,0,1,0,0,0,0,0,2,1
AC200228  ,301,2016,1,102301,2020,1,153,0,NULL,4,4,0,1,7.74,6,4,0,0.6667,5.9,10,8,0,0.8,6.82,100,8.16,4,2,0,0,0,0,0,1,1,0,0,0,0,2,0
AC200256  ,102,2017,1,102301,2020,1,556,0,NULL,4,2,0,0.5,4.81,NULL,NULL,NULL,NULL,NULL,4,2,0,0.5,4.81,3.6,7.85,2,2,0,0,0,1,1,1,1,0,0,0,0,4,1
AC200658  ,105,2017,1,102302,2020,1,682,0,NULL,4,3,1,0.75,7.16,4,1,2,0.25,4.1,8,4,3,0.5,5.63,19.8,7.81,5,1,0,0,0,1,0,1,0,0,0,0,0,2,0
AC200739  ,109,2017,1,102301,2020,1,285,0,NULL,4,2,1,0.5,5.5,4,3,1,0.75,6.64,8,5,2,0.625,6.07,24.5,7.87,4,1,0,0,0,1,0,1,0,0,0,0,0,2,0
AC200756  ,109,2017,1,102301,2020,1,358,0,NULL,4,4,0,1,7.67,5,2,0,0.4,2.73,9,6,0,0.6667,5.2,12.9,8.75,3,3,0,0,0,1,0,1,1,0,0,0,0,3,1
AC200842  ,413,2016,1,102301,2020,1,445,0,NULL,4,4,0,1,8.68,5,5,0,1,8.03,9,9,0,1,8.35,78.2,7.66,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC201101  ,219,2018,1,102301,2020,1,488,0,NULL,3,3,0,1,8.9,NULL,NULL,NULL,NULL,NULL,3,3,0,1,8.9,10.2,7.73,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AC201222  ,302,2016,2,102302,2020,1,358,0,NULL,5,3,2,0.6,6.72,3,3,0,1,7.76,8,6,2,0.75,7.24,42.9,7.7,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC201462  ,104,2017,2,102301,2020,1,238,0,NULL,4,4,0,1,7.4,4,3,1,0.75,7.2,8,7,1,0.875,7.3,26.8,8.38,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC201482  ,219,2018,1,102302,2020,1,481,0,NULL,2,2,0,1,7.74,3,2,1,0.6667,7.02,5,4,1,0.8,7.38,100,4.09,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC201494  ,219,2018,1,102301,2020,1,660,0,NULL,3,3,0,1,8.41,4,4,0,1,8.69,7,7,0,1,8.55,30.5,7.69,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC201505  ,614,2020,2,102301,2020,1,18,0,NULL,4,4,0,1,9.95,4,4,0,1,9.2,8,8,0,1,9.57,100,1,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC201589  ,102,2017,1,102301,2020,1,189,0,NULL,3,1,2,0.3333,5.56,3,2,1,0.6667,6.55,6,3,3,0.5,6.05,7.8,8.28,3,0,0,0,0,1,1,1,0,0,0,0,0,3,0
AC201618  ,202,2016,1,102302,2020,1,682,0,NULL,5,5,0,1,7.88,5,5,0,1,8.45,10,10,0,1,8.17,100,7.73,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC201684  ,202,2016,1,102301,2020,1,450,0,NULL,5,5,0,1,8.56,4,4,0,1,9.06,9,9,0,1,8.81,100,3,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC201951  ,105,2017,1,102301,2020,1,392,0,NULL,4,0,4,0,2.72,NULL,NULL,NULL,NULL,NULL,4,0,4,0,2.72,0,4.3,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AC202247  ,211,2019,1,102302,2020,1,211,1,25,5,5,0,1,7.65,5,5,0,1,8.74,10,10,0,1,8.2,47.2,8.08,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC202248  ,902,2019,9,102302,2020,1,335,0,NULL,5,5,0,1,9.04,5,5,0,1,8.99,10,10,0,1,9.02,100,8.67,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC202262  ,104,2017,1,102301,2020,1,449,1,50,4,3,0,0.75,5.69,4,4,0,1,8.39,8,7,0,0.875,7.04,38.1,7.59,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
AC202314  ,102,2017,1,102301,2020,1,703,0,NULL,5,2,3,0.4,4.05,NULL,NULL,NULL,NULL,NULL,5,2,3,0.4,4.05,4.2,5.74,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AC202343  ,202,2016,1,102301,2020,1,618,0,NULL,4,3,1,0.75,5.98,NULL,NULL,NULL,NULL,NULL,4,3,1,0.75,5.98,7.2,3.6,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AC202349  ,702,2014,1,102301,2020,1,449,0,NULL,4,0,4,0,2.94,NULL,NULL,NULL,NULL,NULL,4,0,4,0,2.94,0,5.66,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AC202407  ,409,2019,1,102301,2020,1,494,0,NULL,4,4,0,1,8.33,3,0,3,0,1.51,7,4,3,0.5714,4.92,23,6.38,5,0,0,1,0,1,0,1,0,0,1,0,0,3,0
AC202467  ,409,2019,1,102302,2020,1,605,0,NULL,4,4,0,1,8.17,5,3,1,0.6,6.13,9,7,1,0.7778,7.15,94.3,8.04,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0
AC202511  ,302,2016,2,102301,2020,1,337,0,NULL,4,2,2,0.5,5.4,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,5.4,4.1,7.73,3,0,0,0,0,1,1,1,0,0,0,0,0,3,1
AC202526  ,109,2017,1,102301,2020,1,285,0,NULL,4,2,1,0.5,5.62,4,2,2,0.5,6.54,8,4,3,0.5,6.08,8.6,7.64,2,1,0,0,0,1,1,1,0,0,0,0,0,3,0
AC202634  ,703,2013,1,102301,2020,1,363,0,NULL,6,4,2,0.6667,7.53,4,4,0,1,7.87,10,8,2,0.8,7.7,32.7,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC202712  ,219,2018,2,102301,2020,1,337,0,NULL,2,2,0,1,8.04,3,0,2,0,3.17,5,2,2,0.4,5.6,12.4,3.68,3,1,0,0,1,1,0,1,0,0,0,0,0,3,0
AC202773  ,441,2009,1,102301,2020,1,152,0,NULL,6,6,0,1,8.45,5,0,5,0,0.4,11,6,5,0.5455,4.43,29.17,8.48,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AC202808  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.41,5,5,0,1,8.56,12,12,0,1,8.49,96.4,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC202812  ,903,2019,9,102301,2020,1,117,0,NULL,5,0,5,0,0.97,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.97,0,5.05,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
AC202966  ,611,2018,9,102302,2020,1,18,0,NULL,3,3,0,1,9.38,3,3,0,1,8.73,6,6,0,1,9.05,100,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC202978  ,623,2020,2,102302,2020,1,18,0,NULL,3,3,0,1,9.37,3,3,0,1,7.87,6,6,0,1,8.62,100,1,6,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC210059  ,105,2017,1,102301,2021,1,153,0,NULL,4,2,1,0.5,4.5,3,1,2,0.3333,3.47,7,3,3,0.4286,3.98,5.4,5.28,4,2,0,0,1,1,1,1,1,0,0,0,0,5,0
AC210158  ,105,2017,1,102302,2021,1,182,0,NULL,4,4,0,1,8.46,4,0,0,0,0,8,4,0,0.5,4.23,10.2,1.5,4,0,4,0,1,1,0,1,0,1,0,0,0,4,1
AC210213  ,219,2018,1,102302,2021,1,681,0,NULL,4,4,0,1,7.54,2,2,0,1,8.26,6,6,0,1,7.9,94.9,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC210293  ,206,2018,1,102302,2021,1,471,0,NULL,3,3,0,1,8.75,3,3,0,1,9.18,6,6,0,1,8.96,45.2,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC210510  ,405,2019,1,102301,2021,1,337,0,NULL,4,4,0,1,8.13,NULL,NULL,NULL,NULL,NULL,4,4,0,1,8.13,19,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC210700  ,206,2018,1,102302,2021,1,811,0,NULL,3,2,0,0.6667,6.34,3,3,0,1,9.42,6,5,0,0.8333,7.88,100,4.08,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
AC210703  ,209,2019,2,102302,2021,1,161,0,NULL,3,3,0,1,8.03,5,3,2,0.6,6,8,6,2,0.75,7.01,31.1,3.4,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC210861  ,209,2019,1,102302,2021,1,585,0,NULL,5,5,0,1,8.62,5,5,0,1,8.94,10,10,0,1,8.78,100,7.15,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC211091  ,102,2017,1,102301,2021,1,166,0,NULL,4,0,4,0,0.3,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0.3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
AC211104  ,104,2017,2,102301,2021,1,161,1,100,5,4,0,0.8,6.7,4,4,0,1,8.57,9,8,0,0.8889,7.64,54.8,8.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC211383  ,206,2018,2,102302,2021,1,26,0,NULL,3,3,0,1,8.95,2,2,0,1,9.61,5,5,0,1,9.28,100,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC211475  ,219,2018,1,102302,2021,1,61,0,NULL,4,4,0,1,8.07,3,3,0,1,8.48,7,7,0,1,8.28,94.9,7.69,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC211710  ,206,2018,2,102302,2021,1,305,0,NULL,3,3,0,1,8.97,3,2,1,0.6667,7.52,6,5,1,0.8333,8.24,45.8,7.9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC211746  ,219,2018,1,102301,2021,1,451,0,NULL,4,3,1,0.75,6.39,3,3,0,1,8.17,7,6,1,0.8571,7.28,28.2,1.68,4,0,0,0,1,0,0,1,0,0,0,0,0,2,1
AC211792  ,219,2018,2,102302,2021,1,161,0,NULL,4,0,4,0,3.05,NULL,NULL,NULL,NULL,NULL,4,0,4,0,3.05,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
ac211959  ,219,2018,1,102302,2021,1,682,0,NULL,3,0,3,0,2.19,NULL,NULL,NULL,NULL,NULL,3,0,3,0,2.19,12.4,3.23,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
AC211974  ,701,2019,1,102301,2021,1,514,0,NULL,5,3,2,0.6,6.51,NULL,NULL,NULL,NULL,NULL,5,3,2,0.6,6.51,11.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
AC212738  ,901,2019,9,102301,2021,1,863,1,100,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0.5,0,0,5,0,1,1,1,0,0,1,0,0,0,4,1
AC220139  ,104,2017,1,102301,2022,1,23,0,NULL,6,2,2,0.3333,3.58,4,2,2,0.5,3.74,10,4,4,0.4,3.66,18.5,1.5,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
AC220311  ,109,2017,1,102301,2022,1,180,0,NULL,6,3,1,0.5,4.58,5,2,2,0.4,4.62,11,5,3,0.4545,4.6,10.4,0,8,3,0,0,1,1,0,1,1,0,0,0,0,4,1
AC220577  ,109,2017,1,102302,2022,1,379,0,NULL,4,2,2,0.5,6.81,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,6.81,3.7,1,4,0,0,0,1,0,1,1,0,0,0,0,0,3,1
AC220617  ,301,2016,1,102301,2022,1,471,0,NULL,5,5,0,1,8.76,5,5,0,1,8.29,10,10,0,1,8.53,58.6,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
AC220618  ,209,2019,2,102302,2022,1,1143,0,NULL,5,5,0,1,8.99,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.99,15.5,7.64,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AC220723  ,209,2019,1,102301,2022,1,330,0,NULL,4,2,0,0.5,3.92,3,3,0,1,7.88,7,5,0,0.7143,5.9,4.2,1.5,8,2,0,1,1,1,1,1,1,0,1,0,0,6,0
